Auszug Katalog DLA Marbach 08 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id_Katalog,Medium,Person_Verfasser,Person_beteiligt,Titel,"Verfasser, beteiligte",Impressum,Verlag normiert,Haupttitel,Titelzusatz,Verfasserangabe,Auflage,Erscheiungsort,Verlag,Jahr,Jahr_normiert,Bandangabe_Mehrb. Weri,Seiten,Ill-Vermerk,Reihe,Reihe_Nummer,Anmerkung,ISBN,Gattung,Art_Inhalt,Sprache,Sprache_Original,Weitere Titel,Signatur,Signatur_Mehrb_Werk
AK01231599,Buch,"Altendorf, Wolfgang (1921-2007) [Verfasser/Urheber]","Altendorf, Irmeli [Herausgeber]",Eva und Adam : zwei paradiesische Balladen,"Altendorf, Wolfgang; Altendorf, Irmeli","Freudenstadt : Altendorf, [s.a.] - 33 Seiten",Altendorf,Eva und Adam,zwei paradiesische Balladen,Wolfgang Altendorf. Hrsg. von Irmeli Altendorf,,Freudenstadt,Altendorf,[s.a.],,,33 Seiten,Ill.,,,,,Lyrik,,Deutsch,,,M,
AK00181344,Buch,"Altendorf, Wolfgang (1921-2007) [Verfasser/Urheber]","Altendorf, Irmeli [Herausgeber]","Faszination des Sports : Zehn Zeichnungen und fünf Texte zum Thema in seinem von ihm kreierten linear-dynamischen Stil, die Zeichnungen von ihm jeweils handsigniert","Altendorf, Wolfgang; Altendorf, Irmeli","Freudenstadt : Altendorf, [ca. 2003] - [18] Blatt",Altendorf,Faszination des Sports,"Zehn Zeichnungen und fünf Texte zum Thema in seinem von ihm kreierten linear-dynamischen Stil, die Zeichnungen von ihm jeweils handsigniert",Wolfgang Altendorf. Hrsg. von Irmeli Altendorf,,Freudenstadt,Altendorf,[ca. 2003],2003,,[18] Blatt,überw. Ill.,,,,,Sonstige Texte,,Deutsch,,,M:Quart,
AK01319507,Buch,"Altendorf, Wolfgang (1921-2007) [Verfasser/Urheber]","Altendorf, Irmeli [Herausgeber]","Metamorphosen : (französische Komödie aus dem Zyklus ""Europäische Komödie""). - 1.","Altendorf, Wolfgang; Altendorf, Irmeli","Freudenstadt-Wittlensweiler : Altendorf, [1994] - 166 Seiten, [1994] - 79 Seiten",,,,,,,,[1994],1994,,79 Seiten,,,1,,,,,Deutsch,,,,
AK01339932,Buch,"Altendorf, Wolfgang (1921-2007) [Verfasser/Urheber]","Altendorf, Irmeli [Herausgeber]␟Altendorf, Wolfgang (1921-2007) [Illustrator]","Poetical Berlin 1990 - Bibliophile Sonderausg., handmade-Ausg.","Altendorf, Wolfgang; Altendorf, Irmeli; Altendorf, Wolfgang","Freudenstadt : Altendorf, [1990] - [30] Seiten",Altendorf,Poetical Berlin 1990,,Wolfgang Altendorf. Zeichn. von Wolfgang Altendorf. Hrsg. von Irmeli Altendorf,"Bibliophile Sonderausg., handmade-Ausg.",Freudenstadt,Altendorf,[1990],1990,,[30] Seiten,Ill.,,,Doppelblattfalz,,Nichttextuelle Produktion␟Lyrik,,Deutsch,,,M,
AK00188049,Buch,"Altendorf, Wolfgang (1921-2007) [Verfasser/Urheber]","Altendorf, Irmeli [Herausgeber]","Zwischen den Fronten : wie verhalte ich mich in Kriegsregionen? ; Erfahrungstips für Korrespondenten, Helfern huminitärer Institutionen, Delegationen, Touristen - Handmade-Ausg., bibliophile Sonderausg.","Altendorf, Wolfgang; Altendorf, Irmeli","Freudenstadt : Altendorf-Kulturstiftung, [1994] - 50 Seiten [Doppelblattfalz]",Altendorf,Zwischen den Fronten,"wie verhalte ich mich in Kriegsregionen? ; Erfahrungstips für Korrespondenten, Helfern huminitärer Institutionen, Delegationen, Touristen",Wolfgang Altendorf. Hrsg. von Irmeli Altendorf,"Handmade-Ausg., bibliophile Sonderausg.",Freudenstadt,Altendorf-Kulturstiftung,[1994],1994,,50 Seiten [Doppelblattfalz],,Humanwissenschaftliche Schriften,,,3-921061-73-3,,,Deutsch,,,M,
AK01351419,Buch,"Althaus, Peter Paul (1892-1965) [Verfasser/Urheber]","Althaus, Hans [Herausgeber]",Vom Send zum Monopteross : Gedichte und Prosa : 1921-1949 : [Werke Sammlung],"Althaus, Peter Paul; Althaus, Hans","München : Allitera Verlag, Dezember 2011 - 130 Seiten",Buch & Medi@ GmbH,Vom Send zum Monopteross,Gedichte und Prosa : 1921-1949,Peter Paul Althaus ; herausgegeben von Hans Althaus,,München,Allitera Verlag,Dezember 2011,2011,,130 Seiten,,Edition Monacensia,,,978-3-86906-173-3,Lyrik␟Erzählende Prosa␟Sonstige Texte,Werke Sammlung,Deutsch,,,L,
AK00195701,Buch,"Altmann, Gerhard (1966-) [Verfasser/Urheber]",,Sim Sala Mander : Lyrik,"Altmann, Gerhard","Wien ; Linz ; Weitra ; München : Publikation P No 1 - Bibliothek der Provinz, [1997?] - 82 Seiten","Publ. P No 1, Bibliothek der Provinz",Sim Sala Mander,Lyrik,Gerhard Altmann,,Wien ; Linz ; Weitra ; München,Publikation P No 1 - Bibliothek der Provinz,[1997?],1997,,82 Seiten,,,,,3-85252-183-4,,,Deutsch,,,N,
AK01735877,Buch,"Altmann, Peter Simon (1968-) [Verfasser/Urheber]","Ziegler, Michael (1960-) [Illustrator]␟Raditschnig, Werner (1948-) [Komponist]",Dichterliebe - [Band],"Altmann, Peter Simon; Ziegler, Michael; Raditschnig, Werner","Salzburg ; Wien : Edition Tandem, 2015 - 58 ungezählte Seiten",,[Band],,,,,,2015,2015,,58 ungezählte Seiten,Illustrationen,,,,978-3-902932-35-8,Lyrik,,Deutsch,,,N,
AK01028260,Buch␟Buchumschlag,"Altwegg, Jürg (1951-) [Verfasser/Urheber]",,¬Die¬ Republik des Geistes : Frankreichs Intellektuelle zwischen Revolution und Reaktion - [1. - 4. Tsd],"Altwegg, Jürg","München [u.a.] : Piper, 1986 - 397 Seiten",Piper,Die Republik des Geistes,Frankreichs Intellektuelle zwischen Revolution und Reaktion,Jürg Altwegg,[1. - 4. Tsd],München [u.a.],Piper,1986,1986,,397 Seiten,,,,,3-492-02634-6,,,Deutsch,,,QD1,
AK00203667,Mikroform␟Buch,"Alvensleben, Ludwig von (1800-1868) [Verfasser/Urheber]",,¬Der¬ Rachegeist oder die Strafe des Brudermordes : e. Roman - [Mikrofiche-Ausg.],"Alvensleben, Ludwig von","Meissen : Goedsche, 1830 - 312 Seiten",Goedsche,Der Rachegeist oder die Strafe des Brudermordes,e. Roman,von Clodwig,[Mikrofiche-Ausg.],Meissen,Goedsche,1830,1830,,312 Seiten,,,,"Mikrofiche-Ausg.: Wildberg : Belser Wiss. Dienst, 1989 - 1990. (Edition Corvey)",3-628-37124-4,,,Deutsch,,,MPF Corvey <3-628-37124-4>,
AK00033786,Buch␟Buchumschlag,"Alverdes, Paul (1897-1979) [Verfasser/Urheber]","Oberländer, Gerhard (1907-1995) [Illustrator]",List gegen List : von Schelmen und Narren aus aller Welt,"Alverdes, Paul; Oberländer, Gerhard","München : Ehrenwirth, 1963 - 331 Seiten",Ehrenwirth,List gegen List,von Schelmen und Narren aus aller Welt,Paul Alverdes. [Vierundzwanzig farb. Zeichn. von Gerhard Oberländer],,München,Ehrenwirth,1963,1963,,331 Seiten,Ill.,,,,,Erzählende Prosa,,Deutsch,,,L,
AK00065114,Buch␟Buchumschlag,"Amann, Jürg (1947-2013) [Verfasser/Urheber]","Schaefer, Albert T. (1944-) [Illustrator]",Kafka : Wort-Bild-Essay,"Amann, Jürg; Schaefer, Albert T.","Innsbruck : Haymon-Verl., 2000 - 158 Seiten",Haymon,Kafka,Wort-Bild-Essay,Jürg Amann ; A. T. Schaefer,,Innsbruck,Haymon-Verl.,2000,2000,,158 Seiten,Ill.,,,,3-85218-319-7,Sonstige Texte,,Deutsch,,,M,
AK00822115,Buch␟Buchumschlag,"Amann, Jürg (1947-2013) [Verfasser/Urheber]",,Nachgerufen : 11 Monologe und eine Novelle,"Amann, Jürg","München [u.a.] : Piper, 1983 - 108 Seiten",Piper,Nachgerufen,11 Monologe und eine Novelle,Jürg Amann,,München [u.a.],Piper,1983,1983,,108 Seiten,,,,,3-492-02844-6,,,Deutsch,,,M,
AK00822595,Buch,"Amery, Carl (1922-2005) [Verfasser/Urheber]",,"¬Die¬ große deutsche Tour : heiterer Roman aus den fünfziger Jahren ; mit einem ""Nachwort 1986""","Amery, Carl","München : Süddt. Verl., 1986 - 282 Seiten",Süddt. Verl.,Die große deutsche Tour,"heiterer Roman aus den fünfziger Jahren ; mit einem ""Nachwort 1986""",Carl Amery,,München,Süddt. Verl.,1986,1986,,282 Seiten,,Gesammelte Werke in Einzelausgaben / Carl Amery,(Groß),,3-7991-6305-0,,,Deutsch,,,M,
AK00825961,Buch,"Amery, Carl (1922-2005) [Verfasser/Urheber]","Kiermeier-Debre, Joseph [Herausgeber]",Arbeit an der Zukunft : Essays - Orig.-Ausg.,"Amery, Carl; Kiermeier-Debre, Joseph","München : Luchterhand, 2007 - 367 Seiten",Luchterhand Literatur-Verl.,Arbeit an der Zukunft,Essays,Carl Amery. Hrsg. von Joseph Kiermeier-Debre,Orig.-Ausg.,München,Luchterhand,2007,2007,,367 Seiten,,,2123,,978-3-630-62123-4␟978-3-3630-62123-,Sonstige Texte,,Deutsch,,,M,
AK00116207,Buch␟Buchumschlag,"Amery, Carl (1922-2005) [Verfasser/Urheber]",,Global Exit : die Kirchen und der Totale Markt,"Amery, Carl","München : Luchterhand Literatur-Verl., 2002 - 237 Seiten",Luchterhand Literatur-Verl.,Global Exit,die Kirchen und der Totale Markt,Carl Amery,,München,Luchterhand Literatur-Verl.,2002,2002,,237 Seiten,,,,,3-630-88004-5,Sonstige Texte,,Deutsch,,,M,
AK01772226,Buch,"Améry, Jean (1912-1978) [Verfasser/Urheber]",,Jenseits von Schuld und Sühne : Bewältigungsversuche eines Überwältigten - Zwölfte Auflage,"Améry, Jean","Stuttgart : Klett-Cotta, 2021 - 173 Seiten",Klett-Cotta,Jenseits von Schuld und Sühne,Bewältigungsversuche eines Überwältigten,Jean Améry,Zwölfte Auflage,Stuttgart,Klett-Cotta,2021,2021,,173 Seiten,,,,,978-3-608-93948-4,Sonstige Texte,,Deutsch,,,M,
AK00311224,Buch␟Buchumschlag,"Améry, Jean (1912-1978) [Verfasser/Urheber]",,Über das Altern : Revolte und Resignation - 8. Aufl.,"Améry, Jean","Stuttgart : Klett-Cotta, 2004 - 135 Seiten",Klett-Cotta,Über das Altern,Revolte und Resignation,Jean Améry,8. Aufl.,Stuttgart,Klett-Cotta,2004,2004,,135 Seiten,,,13,,3-608-93681-5,Sonstige Texte,,Deutsch,,,M,
AK01360122,Buch,"Amleth, B. [Verfasser/Urheber]",,"Dirk Hollister, der Schmugglerführer : eine Erzählung","Amleth, B.","Mühlheim a. d. Ruhr : Bagel, [ca. 1890] - 78 Seiten",Bagel,"Dirk Hollister, der Schmugglerführer",eine Erzählung,B. Amleth,,Mühlheim a. d. Ruhr,Bagel,[ca. 1890],1890,,78 Seiten,,Bibliothek interessanter Erzählungen ; 100,100,In Fraktur,,Erzählende Prosa,,Deutsch,,,K:Kps.,
AK00822676,Buch,"Ammann, Ulrich (1929-) [Verfasser/Urheber]",,¬Der¬ Schild und andere Erzählungen aus der Schweiz,"Ammann, Ulrich","Münsingen-Bern : Fischer, 1985 - 55 Seiten : Ill.",Fischer,Der Schild und andere Erzählungen aus der Schweiz,,Ulrich Ammann. Ill. Peter Stähli-Bossert,,Münsingen-Bern,Fischer,1985,1985,,55 Seiten : Ill.,,,,,,,,,,,M,
AK00205143,Mikroform␟Buch,"Amyntor, Gerhard von (1831-1910) [Verfasser/Urheber]",,Caritas : Erzählungen für d. christl. Familie - [Mikrofiche-Ausg.],"Amyntor, Gerhard von","Leipzig : Friedrich, 1885 - VI, 280 Seiten",Friedrich,Caritas,Erzählungen für d. christl. Familie,von Gerhard von Amyntor,[Mikrofiche-Ausg.],Leipzig,Friedrich,1885,1885,,"VI, 280 Seiten",,,,"Mikrofiche-Ausg.: Wildberg : Belser Wiss. Dienst, 1989 - 1990. (Edition Corvey)",3-628-40510-6,,,Deutsch,,,MPF Corvey <3-628-40510-6>,
AK00247927,Buch,"Anders, Günther (1902-1992) [Verfasser/Urheber]",,Endzeit und Zeitenende : Gedanken über die atomare Situation,"Anders, Günther","München : Beck, 1972 - XIV, 221 Seiten",Beck,Endzeit und Zeitenende,Gedanken über die atomare Situation,Günther Anders,,München,Beck,1972,1972,,"XIV, 221 Seiten",,Beck'sche schwarze Reihe ; 86,86,Mit gedr. Widmung des Verf. an Max Born,3-406-02486-6,,,Deutsch,,,L,
AK00188953,Buch,"Anders, Günther (1902-1992) [Verfasser/Urheber]",,Eskalation des Verbrechens : aus einem ABC der amerikanischen Aggression gegen Vietnam,"Anders, Günther","Berlin : Union Verl., 1971 - 117 Seiten",Union-Verl.,Eskalation des Verbrechens,aus einem ABC der amerikanischen Aggression gegen Vietnam,Günther Anders,,Berlin,Union Verl.,1971,1971,,117 Seiten,,,,,,,,Deutsch,,,L,
AK00826257,Buch,"Andersch, Alfred (1914-1980) [Verfasser/Urheber]",,"¬Die¬ Kirschen der Freiheit : ein Bericht - [Nachdr.] : [Erinnerung, Autobiographisches, Memoiren]","Andersch, Alfred","Zürich : Diogenes, [19]91 - 130 Seiten",Diogenes,Die Kirschen der Freiheit,ein Bericht,Alfred Andersch,[Nachdr.],Zürich,Diogenes,[19]91,1991,,130 Seiten,,Werkausgabe in Einzelbänden / [Alfred Andersch] ; 1␟Diogenes-Taschenbuch ; 20001,1␟20001,,3-257-20001-3,,"Erinnerung, Autobiographisches, Memoiren",Deutsch,,,W,
AK00153185,Buch␟Buchumschlag,"Andersch, Alfred (1914-1980) [Verfasser/Urheber]","Petit, Núria [Übersetzer]",¬La¬ pelirroja : [Übersetzung deutschspr. Literatur],"Andersch, Alfred; Petit, Núria","Barcelona : Ed. Vergara, 1962 - 281 Seiten",Ed. Vergara,La pelirroja,,por Alfred Andersch. Trad. del alemán por Nuria Petit,,Barcelona,Ed. Vergara,1962,1962,,281 Seiten,,,,,,Erzählende Prosa,Übersetzung deutschspr. Literatur,Spanisch,Deutsch,,M,
AK00293152,Mehrteiliges Werk,"Andersch, Alfred (1914-1980) [Verfasser/Urheber]",,Werkausgabe in Einzelbänden : [Werkausgabe],"Andersch, Alfred",Zürich : Diogenes,Diogenes,Werkausgabe in Einzelbänden,,[Alfred Andersch],,Zürich,Diogenes,,,,,,Diogenes-Taschenbuch ; ...,...,,,,Werkausgabe,Deutsch,,,,W
AK00390821,Buch,"Andersch, Alfred (1914-1980) [Verfasser/Urheber]",,"Wie trivial ist der Trivialroman? : Aus dem Essayband ""Norden Süden rechts und Links"" ; von Reisen und Büchern 1951 - 1971","Andersch, Alfred","Zürich : Diogenes, 1971 - 24 Seiten : Ill.",Diogenes,Wie trivial ist der Trivialroman?,"Aus dem Essayband ""Norden Süden rechts und Links"" ; von Reisen und Büchern 1951 - 1971",Alfred Andersch,,Zürich,Diogenes,1971,1971,,24 Seiten : Ill.,,,,,,,,,,,M␟M,
AK00822990,Buch,"Anderson, Sascha (1953-) [Verfasser/Urheber]","Kerbach, Ralf [Illustrator]",Totenreklame : eine Reise ; Texte und Zeichnungen - 1. - 3. Taus.,"Anderson, Sascha; Kerbach, Ralf","Berlin : Rotbuch Verl., 1983 - 118 Seiten",Rotbuch-Verl.,Totenreklame,eine Reise ; Texte und Zeichnungen,S. Anderson. R. Kerbach [Ill.],1. - 3. Taus.,Berlin,Rotbuch Verl.,1983,1983,,118 Seiten,Ill.,Rotbuch ; 273,273,,3-88022-273-8,,,Deutsch,,,M,
AK00195596,Buch,"André, M. C. (1867-) [Verfasser/Urheber]",,"¬Die¬ Kunst des Gebens : eine Tragödie des Ekels - 2., vom Autor vollst. neu bearb. Aufl.","André, M. C.","München : Douglas, 1912 - 118 Seiten",Douglas,Die Kunst des Gebens,eine Tragödie des Ekels,von M. C. André,"2., vom Autor vollst. neu bearb. Aufl.",München,Douglas,1912,1912,,118 Seiten,,,,,,,,Deutsch,,,K,
AK00288428,Buch,"Andreas-Friedrich, Ruth (1901-1977) [Verfasser/Urheber]","Richard, Christian-Sylvain [Übersetzer]",A Berlin sous les Nazis : [Tagebuch],"Andreas-Friedrich, Ruth; Richard, Christian-Sylvain","Paris : Flammarion, 1966 - 299 Seiten",Flammarion,A Berlin sous les Nazis,,Ruth Andreas-Friedrich. Trad. de l'allemand par Christian-Sylvain Richard,,Paris,Flammarion,1966,1966,,299 Seiten,,,,,,,Tagebuch,Französisch,Deutsch,,L,
AK00480305,Buch,"Andreas-Friedrich, Ruth (1901-1977) [Verfasser/Urheber]",,Schauplatz Berlin : Ein deutsches Tagebuch,"Andreas-Friedrich, Ruth","München : Rheinsberg Verl., 1962 - 270 Seiten",,Schauplatz Berlin,Ein deutsches Tagebuch,Ruth Andreas-Friedrich,,München,Rheinsberg Verl.,1962,1962,,270 Seiten,,,,,,,,Deutsch,,,TA:6A/Andr,
AK00480406,Buch,"Andres, Stefan (1906-1970) [Verfasser/Urheber]",,¬Das¬ goldene Gitter,"Andres, Stefan","Berlin : Lüttke, [1943] - 68 Seiten",Lüttke,Das goldene Gitter,,Stefan Andres. Mit 4 Zeichngn von Walther Klemm,,Berlin,Lüttke,[1943],1943,,68 Seiten,,,,,,,,,,,L,
AK00480519,Buch,"Andres, Stefan (1906-1970) [Verfasser/Urheber]",,¬Die¬ Verteidigung der Xanthippe : zwölf Geschichten,"Andres, Stefan","München : Piper, 1960 - 69 Seiten",Piper,Die Verteidigung der Xanthippe,zwölf Geschichten,Stefan Andres,,München,Piper,1960,1960,,69 Seiten,,Piper-Bücherei ; 154,154,,,,,Deutsch,,,L,
AK00480425,Buch,"Andres, Stefan (1906-1970) [Verfasser/Urheber]","Havu, Teijo [Übersetzer]",Jumalan unelma,"Andres, Stefan; Havu, Teijo","Hameenlinna : Arvi A. KaristoOsakeyhtio, 1960 - 100 Seiten",Arvi A. KaristoOsakeyhtio,Jumalan unelma,,Suometanut: Teijo Havu,,Hameenlinna,Arvi A. KaristoOsakeyhtio,1960,1960,,100 Seiten,,Helmisarja ; 12,12,,,,,,,,L,
AK00397708,Buch,"Andresen, Stine (1849-1927) [Verfasser/Urheber]","Langner, Martin-M. [Herausgeber]",Briefe und Gedichte - 2. Aufl.,"Andresen, Stine; Langner, Martin-M.","Berlin : Weidler, 1987 - 61 Seiten",Weidler,Briefe und Gedichte,,Stine Andresen. [Hrsg. im Auftr. d. Stadt Wesselburen für d. Hebbel-Museum (Wesselburen) von Martin-M. Langner],2. Aufl.,Berlin,Weidler,1987,1987,,61 Seiten,,,,,3-925191-50-X,,,Deutsch,,,K,
AK00353362,Buch,"Andro, L. (1879-1934) [Verfasser/Urheber]",,Marie Gutheil-Schoder,"Andro, L.","Wien ; Leipzig : Wiener Literarische Anst., 1923 - 31 Seiten",Wiener Literarische Anst.,Marie Gutheil-Schoder,,L. Andro,,Wien ; Leipzig,Wiener Literarische Anst.,1923,1923,,31 Seiten,,,10,,,,,,,,W,
AK01481115,Buch,"Androsch, Günther (1953-) [Verfasser/Urheber]",,Anthrazit : Gedichte,"Androsch, Günther","Weitra : Verlag Bibliothek der Provinz, 2014 - 54 Seiten","Publ. P No 1, Bibliothek der Provinz",Anthrazit,Gedichte,Günther Androsch,,Weitra,Verlag Bibliothek der Provinz,2014,2014,,54 Seiten,,,,,978-3-99028-340-0,Lyrik,,Deutsch,,,N,
AK01613542,Buch␟Buchumschlag,"Angele, Michael (1964-) [Verfasser/Urheber]",,Schirrmacher : ein Porträt - 1. Auflage,"Angele, Michael","Berlin : Aufbau, 2018 - 222 Seiten",Aufbau-Verl.,Schirrmacher,ein Porträt,Michael Angele,1. Auflage,Berlin,Aufbau,2018,2018,,222 Seiten,,,,,978-3-351-03700-0,Sonstige Texte,,Deutsch,,,N,
AK01490996,Buch␟Buchumschlag,"Ani, Friedrich (1959-) [Verfasser/Urheber]",,¬Der¬ einsame Engel : ein Tabor Süden Roman - 2. Druck,"Ani, Friedrich","München : Droemer, © 2016 - 204 Seiten",Droemer Knaur,Der einsame Engel,ein Tabor Süden Roman,Friedrich Ani,2. Druck,München,Droemer,© 2016,2016,,204 Seiten,,,,,978-3-426-28147-5␟3-426-28147-3,Erzählende Prosa,,Deutsch,,,M,
AK01769266,Buch,"Ani, Friedrich (1959-) [Verfasser/Urheber]",,Diverses nach Feierabend : Kurzgeschichte - 1. Auflage,"Ani, Friedrich","Hamburg : Literatur Quickie Verlag, 2021 - 50 Seiten",Literatur-Quickie,Diverses nach Feierabend,Kurzgeschichte,von Friedrich Ani,1. Auflage,Hamburg,Literatur Quickie Verlag,2021,2021,,50 Seiten,,Literatur-Quickie ; Nr. 144,Nr. 144,,978-3-949512-03-2,Erzählende Prosa,,Deutsch,,,M,
AK00328442,Buch␟Buchumschlag,"Ani, Friedrich (1959-) [Verfasser/Urheber]",,Hinter blinden Fenstern : Roman,"Ani, Friedrich","Wien : Zsolnay, 2007 - 316 Seiten",Zsolnay,Hinter blinden Fenstern,Roman,Friedrich Ani,,Wien,Zsolnay,2007,2007,,316 Seiten,,,,,978-3-552-05404-2,Erzählende Prosa,,Deutsch,,,M,
AK01753985,Buch␟Buchumschlag,"Ani, Friedrich (1959-) [Verfasser/Urheber]",,Letzte Ehre : Roman - Erste Auflage,"Ani, Friedrich","Berlin : Suhrkamp, 2021 - 270 Seiten",Suhrkamp,Letzte Ehre,Roman,Friedrich Ani,Erste Auflage,Berlin,Suhrkamp,2021,2021,,270 Seiten,,,,,978-3-518-42990-7,Erzählende Prosa,,Deutsch,,,M,
AK01427311,Buch,"Ani, Friedrich (1959-) [Verfasser/Urheber]",,Unterhaltung : Geschichten,"Ani, Friedrich","München : Droemer, © 2014 - 315 Seiten",Droemer Knaur,Unterhaltung,Geschichten,Friedrich Ani,,München,Droemer,© 2014,2014,,315 Seiten,,,,,978-3-426-28112-3␟3-426-28112-0,Erzählende Prosa,,Deutsch,,,M,
AK00203708,Mikroform␟Buch,"Aniello, Sebastian [Verfasser/Urheber]",,"Rebellino, oder die furchtbaren Räuberbanden in den Apenninen und Calabriens Gebirgen : e. romant. u. abentheuerl. Geschichte. - 1 (1827).","Aniello, Sebastian","Quedlinburg [u.a.] : Basse, 1827 - 239 Seiten",,,,,,,,1827,1827,,239 Seiten,,,1 (1827),,3-628-37193-7,,,Deutsch,,,MPF Corvey <3-628-37193-7>,
AK01603690,Buch,"Annas, Max (1963-) [Verfasser/Urheber]",,"¬Die¬ Mauer : Thriller - 4. Auflage, Originalausgabe","Annas, Max","Reinbek bei Hamburg : Rowohlt Taschenbuch Verlag, 2017 - 220 Seiten",Rowohlt-Taschenbuch-Verl.,Die Mauer,Thriller,Max Annas,"4. Auflage, Originalausgabe",Reinbek bei Hamburg,Rowohlt Taschenbuch Verlag,2017,2017,,220 Seiten,,rororo ; 27163,27163,,978-3-499-27163-2,Erzählende Prosa,,Deutsch,,,N,
AK01579859,Buch,"Annas, Max (1963-) [Verfasser/Urheber]",,¬Die¬ Mauer : Thriller - Originalausgabe,"Annas, Max","Reinbek bei Hamburg : Rowohlt Taschenbuch Verlag, Juni 2016 - 220 Seiten",Rowohlt-Taschenbuch-Verl.,Die Mauer,Thriller,Max Annas,Originalausgabe,Reinbek bei Hamburg,Rowohlt Taschenbuch Verlag,Juni 2016,2016,,220 Seiten,,Rororo ; 27163,27163,,978-3-499-27163-2␟3-499-27163-X,,,Deutsch,,,,
AK01256446,Buch,"Antelmann, Corinna (1969-) [Verfasser/Urheber]",,¬Die¬ Farbe der Angst : Roman - 1. Aufl.,"Antelmann, Corinna","Neuhofen/Kr. ; Linz ; Wien : Resistenz-Verl., 2009 - 109 Seiten",Resistenz-Verl.,Die Farbe der Angst,Roman,Corinna Antelmann,1. Aufl.,Neuhofen/Kr. ; Linz ; Wien,Resistenz-Verl.,2009,2009,,109 Seiten,,,,,978-3-85285-183-9,Erzählende Prosa,,Deutsch,,,N,
AK01678621,Buch,"Anton, Ludwig (1872-1941) [Verfasser/Urheber]","Reeken, Dieter von (1948-) [Herausgeber]","Brücken über dem Weltenraum : ein Roman deutscher Zukunft - Neusatznachdruck der 1922 erschienenen Erstausgabe, 1. Auflage","Anton, Ludwig; Reeken, Dieter von","Lüneburg : Dieter von Reeken, 2019 - 242 Seiten",Von Reeken,Brücken über dem Weltenraum,ein Roman deutscher Zukunft,Ludwig Anton ; herausgegeben und mit einem Nachwort versehen von Dieter von Reeken,"Neusatznachdruck der 1922 erschienenen Erstausgabe, 1. Auflage",Lüneburg,Dieter von Reeken,2019,2019,,242 Seiten,Illustrationen,DvR-Buchreihe,,,978-3-945807-45-3␟3-945807-45-X,Erzählende Prosa,,Deutsch,,,L,
AK00953132,Buch,"Anzengruber, Ludwig (1839-1889) [Verfasser/Urheber]","Mairock, André (1902-1968) [Bearbeiter]",¬Der¬ Schandfleck : Roman,"Anzengruber, Ludwig; Mairock, André","München : Berg, 1963 - 207 Seiten",,Der Schandfleck,Roman,Anzengruber. [Nach d. Orig.-Ausg. neubearb. von André Mairock],,München,Berg,1963,1963,,207 Seiten,,Anzengruber-Volksromane,,,,,,Deutsch,,,I,
AK00995408,Mehrteiliges Werk,"Anzengruber, Ludwig (1839-1889) [Verfasser/Urheber]","Bettelheim, Anton (1851-1930) [Herausgeber]",Dramen : [Werke Sammlung],"Anzengruber, Ludwig; Bettelheim, Anton",Berlin ; Leipzig ; Wien : Bong,Bong,Dramen,,Ludwig Anzengruber. Hrsg. und eingel. von Anton Bettelheim,,Berlin ; Leipzig ; Wien,Bong,,,Bd 1-3 [1920],,,,,,,,Werke Sammlung,Deutsch,,,,J.P.A.
AK00203717,Mikroform␟Mehrteiliges Werk,"Apel, Johann August (1771-1816) [Verfasser/Urheber]",,Cicaden - [Mikrofiche-Ausg.],"Apel, Johann August",Berlin : Kunst- u. Industrie-Comptoir,Kunst- und Industrie-Comptoir,Cicaden,,von August Apel,[Mikrofiche-Ausg.],Berlin,Kunst- u. Industrie-Comptoir,,,,,,,,"Mikrofiche-Ausg.: Wildberg : Belser Wiss. Dienst, 1989 - 1990. (Edition Corvey)",3-628-41368-0,,,Deutsch,,,,
AK00048566,Buch,"Apitz, Bruno (1900-1979) [Verfasser/Urheber]","Cremer, Fritz (1906-1993) [Illustrator]",Nackt unter Wölfen : Roman,"Apitz, Bruno; Cremer, Fritz","Halle (Saale) : Mitteldt. Verl., 1959 - 425 Seiten",Mitteldt. Verl.,Nackt unter Wölfen,Roman,von Bruno Apitz. Mit 12 Zeichnungen v. Fritz Cremer,,Halle (Saale),Mitteldt. Verl.,1959,1959,,425 Seiten,,,,,,Erzählende Prosa,,Deutsch,,,M:Quart,
AK00175887,Buch,"Appel, Paul (1896-1971) [Verfasser/Urheber]",,¬Die¬ Schilderung der körperlichen Erscheinung des Menschen im deutschen Roman zwischen 1870 und 1900 : [Hochschulschrift],"Appel, Paul","Meyer, 1924 - 33 Seiten",O. Meyer,Die Schilderung der körperlichen Erscheinung des Menschen im deutschen Roman zwischen 1870 und 1900,,von Paul Appel,,,Meyer,1924,1924,,33 Seiten,,,,"Vollst. zugl.: Gießen, Univ., Diss., 1921␟Ausz.",,Sonstige Texte,Hochschulschrift,Deutsch,,,L:Kps.,
AK01639187,Buch,"Aram, Kurt (1869-1934) [Verfasser/Urheber]",,Magie und Mystik in Vergangenheit und Gegenwart - 2. Aufl.,"Aram, Kurt","Berlin : Karin Kramer Verlag, 1983 - 626 Seiten",Kramer,Magie und Mystik in Vergangenheit und Gegenwart,,Kurt Aram ; herausgegeben von den Freunden des Cherheb,2. Aufl.,Berlin,Karin Kramer Verlag,1983,1983,,626 Seiten,,,,,3-87956-150-8,Sonstige Texte,,Deutsch,,,K,
